file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
104400088.png,11,0.643229,911,669,1214,669,1214,978,911,978
104420403.png,11,0.964599,822,179,1096,179,1096,488,822,488
104428031.png,11,0.973049,1266,324,1571,324,1571,680,1266,680
104436597.png,21,0.980482,1219,395,1513,395,1513,727,1219,727
104445026.png,27,0.939434,429,392,649,392,649,634,429,634
104447351.png,23,0.968861,1139,239,1370,239,1370,478,1139,478
104456025.png,11,0.964511,1272,285,1574,285,1574,634,1272,634
104459946.png,17,0.982361,923,641,1226,641,1226,992,923,992
104459946.png,22,0.822882,771,202,994,202,994,436,771,436
104459946.png,27,0.810311,770,202,995,202,995,437,770,437
104501884.png,17,0.773477,1128,109,1394,109,1394,391,1128,391
104501884.png,26,0.686732,1128,109,1394,109,1394,391,1128,391
104512557.png,17,0.984414,1081,1,1358,1,1358,291,1081,291
104520454.png,27,0.821124,810,252,1067,252,1067,502,810,502
104520454.png,19,0.778984,1420,661,1724,661,1724,940,1420,940
104521918.png,19,0.929781,1292,420,1578,420,1578,678,1292,678
104537359.png,31,0.962644,1270,417,1551,417,1551,685,1270,685
104629481.png,13,0.954118,827,223,1077,223,1077,460,827,460
104636038.png,6,0.630386,835,120,1106,120,1106,354,835,354
104708327.png,11,0.640188,841,316,1132,316,1132,670,841,670
104713757.png,4,0.909061,462,402,695,402,695,656,462,656
104714346.png,13,0.949348,800,207,1052,207,1052,445,800,445
104718638.png,14,0.956518,872,540,1150,540,1150,807,872,807
104732594.png,17,0.986569,453,457,750,457,750,797,453,797
104733063.png,17,0.986829,529,694,848,694,848,1070,529,1070
104744432.png,11,0.978173,712,97,980,97,980,422,712,422
104819926.png,11,0.970295,1191,264,1485,264,1485,611,1191,611
104824213.png,23,0.710855,920,682,1177,682,1177,953,920,953
104824213.png,4,0.632842,920,681,1177,681,1177,953,920,953
104857660.png,25,0.939493,630,446,904,446,904,766,630,766
104857713.png,17,0.552885,1285,573,1588,573,1588,884,1285,884
104904391.png,31,0.957467,526,611,799,611,799,890,526,890
104910399.png,7,0.970366,1111,100,1391,100,1391,385,1111,385
104912635.png,11,0.74976,1105,89,1351,89,1351,314,1105,314
104936395.png,30,0.968478,749,154,997,154,997,387,749,387
104943288.png,11,0.944768,1137,103,1358,103,1358,336,1137,336
105011502.png,11,0.961347,435,275,706,275,706,621,435,621
105039908.png,11,0.967121,1163,219,1457,219,1457,530,1163,530
105121678.png,24,0.942946,452,397,706,397,706,698,452,698
105139293.png,21,0.967393,447,440,732,440,732,774,447,774
105147553.png,4,0.933489,896,138,1162,138,1162,399,896,399
105147553.png,7,0.645694,1041,799,1343,799,1343,1080,1041,1080
105150003.png,5,0.964466,743,325,1019,325,1019,583,743,583
105218029.png,32,0.828206,1285,333,1564,333,1564,611,1285,611
105218503.png,7,0.656411,1404,571,1705,571,1705,872,1404,872
105239628.png,33,0.956194,725,117,970,117,970,370,725,370
105305656.png,18,0.97776,1139,259,1404,259,1404,502,1139,502
105310140.png,14,0.95603,1366,620,1664,620,1664,894,1366,894
105325969.png,6,0.605288,1233,269,1495,269,1495,505,1233,505
105326300.png,6,0.762863,1319,454,1598,454,1598,705,1319,705
105327040.png,5,0.939426,1115,149,1386,149,1386,391,1115,391
105334400.png,13,0.921648,885,474,1155,474,1155,733,885,733
105334400.png,21,0.503567,1384,574,1623,574,1623,891,1384,891
105336737.png,24,0.940609,1184,182,1419,182,1419,461,1184,461
105341450.png,4,0.976563,1103,178,1330,178,1330,414,1103,414
105343804.png,22,0.80036,754,106,967,106,967,335,754,335
105347005.png,11,0.965239,466,599,774,599,774,944,466,944
105404111.png,11,0.957475,1145,95,1430,95,1430,394,1145,394
105405606.png,28,0.973353,1151,135,1411,135,1411,408,1151,408
105414801.png,17,0.988626,743,84,1014,84,1014,387,743,387
105414801.png,24,0.708289,1434,615,1748,615,1748,945,1434,945
105416940.png,16,0.880734,1398,718,1704,718,1704,1006,1398,1006
105435775.png,10,0.63344,733,104,986,104,986,340,733,340
105437366.png,11,0.736643,748,58,966,58,966,318,748,318
105457320.png,1,0.968017,1128,184,1391,184,1391,424,1128,424
105518350.png,15,0.536379,796,246,1060,246,1060,491,796,491
105518350.png,17,0.526479,797,244,1061,244,1061,491,797,491
105531076.png,11,0.936882,488,720,802,720,802,1080,488,1080
105534179.png,11,0.710224,708,101,946,101,946,322,708,322
105535653.png,23,0.969267,463,363,692,363,692,613,463,613
105546326.png,15,0.708696,744,84,993,84,993,311,744,311
105552284.png,33,0.847613,1127,105,1373,105,1373,358,1127,358
105559474.png,11,0.843167,761,182,1022,182,1022,470,761,470
105610441.png,25,0.82209,820,292,1098,292,1098,589,820,589
105613111.png,11,0.721897,764,137,1042,137,1042,441,764,441
105615899.png,17,0.979849,1339,560,1648,560,1648,892,1339,892
105619337.png,25,0.780538,1179,225,1453,225,1453,518,1179,518
105619828.png,22,0.95367,1322,524,1573,524,1573,782,1322,782
105619828.png,21,0.844097,1053,0,1339,0,1339,193,1053,193
105621975.png,26,0.914727,1147,265,1431,265,1431,564,1147,564
105621975.png,7,0.647347,1147,265,1432,265,1432,564,1147,564
105621975.png,21,0.561961,489,48,694,48,694,210,489,210
105639972.png,11,0.941206,1099,64,1344,64,1344,289,1099,289
105645794.png,6,0.914582,1277,449,1567,449,1567,713,1277,713
105645794.png,21,0.698834,950,608,1255,608,1255,943,950,943
105645794.png,24,0.669474,949,607,1255,607,1255,943,949,943
105645794.png,22,0.537252,416,0,646,0,646,246,416,246
105648070.png,6,0.841416,835,447,1101,447,1101,698,835,698
105654511.png,0,0.878117,692,78,938,78,938,305,692,305
105654511.png,27,0.830251,1197,268,1491,268,1491,558,1197,558
105657201.png,13,0.961799,1203,309,1470,309,1470,551,1203,551
105702294.png,11,0.654958,1044,30,1287,30,1287,248,1044,248
105705500.png,24,0.697388,982,668,1271,668,1271,966,982,966
105705500.png,27,0.517108,809,162,1016,162,1016,393,809,393
105739295.png,11,0.90568,947,686,1233,686,1233,990,947,990
105739295.png,6,0.794213,1186,237,1455,237,1455,480,1186,480
105748877.png,20,0.950976,887,461,1166,461,1166,730,887,730
105803506.png,18,0.895248,892,378,1166,378,1166,629,892,629
105842825.png,4,0.809397,809,344,1044,344,1044,593,809,593
105842825.png,23,0.636737,809,344,1044,344,1044,593,809,593
105846135.png,0,0.97695,715,154,959,154,959,380,715,380
105846770.png,0,0.809373,811,390,1073,390,1073,634,811,634
105848739.png,27,0.939535,728,42,962,42,962,291,728,291
105855432.png,27,0.926148,809,274,1039,274,1039,512,809,512
105906407.png,24,0.709634,1328,531,1637,531,1637,833,1328,833
105911741.png,17,0.98594,1098,87,1386,87,1386,395,1098,395
105945089.png,4,0.551946,1141,204,1372,204,1372,444,1141,444
105953056.png,32,0.909372,411,289,658,289,658,564,411,564
105953056.png,1,0.570989,405,289,657,289,657,564,405,564
105958695.png,17,0.623665,723,162,976,162,976,402,723,402
105958873.png,21,0.856613,1013,707,1257,707,1257,1009,1013,1009
105958873.png,11,0.767532,782,165,1004,165,1004,435,782,435
110005944.png,33,0.954005,720,107,961,107,961,365,720,365
110007112.png,33,0.977959,929,635,1210,635,1210,937,929,937
110012680.png,7,0.98211,1076,77,1351,77,1351,361,1076,361
110017426.png,32,0.678078,1186,167,1439,167,1439,443,1186,443
110020065.png,27,0.959669,714,32,948,32,948,288,714,288
110027390.png,26,0.532373,1041,53,1278,53,1278,292,1041,292
110034774.png,17,0.986043,1076,43,1352,43,1352,340,1076,340
110107039.png,0,0.980289,777,192,1026,192,1026,422,777,422
110114811.png,24,0.89286,793,189,1019,189,1019,467,793,467
110119528.png,6,0.807394,895,471,1175,471,1175,728,895,728
110119528.png,19,0.554834,895,471,1175,471,1175,729,895,729
110128806.png,27,0.954014,626,138,866,138,866,404,626,404
110132965.png,13,0.876791,1113,94,1363,94,1363,324,1113,324
110139839.png,31,0.955197,1211,392,1489,392,1489,645,1211,645
110200954.png,6,0.935815,1074,65,1336,65,1336,297,1074,297
110209847.png,7,0.895458,718,105,974,105,974,345,718,345
110215142.png,27,0.961794,743,130,987,130,987,392,743,392
110239313.png,11,0.959797,553,663,869,663,869,1043,553,1043
110300711.png,28,0.979694,1122,60,1376,60,1376,317,1122,317
110318275.png,29,0.940104,1336,536,1617,536,1617,817,1336,817
110318275.png,21,0.755985,356,115,445,115,445,410,356,410
110318275.png,17,0.628217,366,113,619,113,619,400,366,400
110350948.png,8,0.898578,451,655,724,655,724,926,451,926
110350948.png,11,0.741625,936,671,1260,671,1260,1079,936,1079
110350948.png,26,0.54694,936,673,1259,673,1259,1080,936,1080
110354306.png,29,0.957536,1110,131,1355,131,1355,378,1110,378
110355711.png,3,0.935911,745,135,993,135,993,397,745,397
110415894.png,4,0.833262,838,163,1063,163,1063,395,838,395
110419832.png,30,0.955443,1209,240,1470,240,1470,481,1209,481
110434308.png,17,0.947689,809,196,1078,196,1078,486,809,486
110446375.png,26,0.837716,1065,6,1303,6,1303,235,1065,235
110446483.png,27,0.950465,1526,750,1797,750,1797,1029,1526,1029
110448846.png,10,0.946088,819,384,1092,384,1092,641,819,641
110510612.png,33,0.972658,1196,170,1451,170,1451,431,1196,431
110540980.png,11,0.94431,1194,179,1465,179,1465,470,1194,470
110544445.png,21,0.983259,1273,375,1569,375,1569,703,1273,703
110549624.png,6,0.971771,472,556,753,556,753,830,472,830
110549624.png,11,0.768069,350,58,600,58,600,335,350,335
110550842.png,14,0.923453,1216,363,1495,363,1495,617,1216,617
110553443.png,28,0.936796,1144,122,1402,122,1402,384,1144,384
110554240.png,31,0.687807,882,509,1153,509,1153,761,882,761
110554240.png,6,0.510344,882,506,1154,506,1154,761,882,761
110555445.png,17,0.817359,1216,239,1498,239,1498,535,1216,535
110557012.png,11,0.964395,752,113,1020,113,1020,448,752,448
110602625.png,7,0.980951,1119,86,1396,86,1396,367,1119,367
110609241.png,5,0.723682,413,198,622,198,622,432,413,432
110611112.png,17,0.983813,459,445,763,445,763,781,459,781
110617176.png,10,0.953283,1285,367,1563,367,1563,617,1285,617
110618501.png,6,0.924387,1253,362,1533,362,1533,616,1253,616
110636308.png,32,0.847061,1140,132,1402,132,1402,399,1140,399
110636308.png,17,0.663531,1140,132,1403,132,1403,399,1140,399
110648544.png,11,0.91858,1117,93,1366,93,1366,317,1117,317
110718312.png,27,0.919281,440,234,657,234,657,472,440,472
110724847.png,17,0.990872,1171,208,1469,208,1469,516,1171,516
110735957.png,10,0.779108,753,178,1009,178,1009,418,753,418
110736949.png,31,0.94185,479,554,744,554,744,831,479,831
110747116.png,11,0.933484,1146,87,1370,87,1370,356,1146,356
110754014.png,6,0.883481,1134,183,1396,183,1396,425,1134,425
110836981.png,22,0.973199,1204,225,1431,225,1431,465,1204,465
110837636.png,27,0.962671,1272,316,1535,316,1535,597,1272,597
110839047.png,6,0.936889,915,568,1200,568,1200,831,915,831
110852884.png,22,0.865048,1255,330,1491,330,1491,582,1255,582
110852884.png,27,0.618647,1256,329,1488,329,1488,582,1256,582
110854369.png,32,0.800382,1223,315,1500,315,1500,597,1223,597
110903049.png,6,0.911692,1085,95,1351,95,1351,330,1085,330
110903616.png,6,0.976919,1216,367,1505,367,1505,628,1216,628
110915274.png,6,0.935252,570,601,851,601,851,871,570,871
110935847.png,33,0.971331,375,175,619,175,619,439,375,439
110937546.png,27,0.949124,371,169,611,169,611,438,371,438
110956448.png,17,0.897613,1259,357,1554,357,1554,668,1259,668
110956448.png,7,0.746819,1260,357,1555,357,1555,668,1260,668
110957481.png,21,0.979416,1076,38,1342,38,1342,339,1076,339
111036083.png,24,0.975559,1244,253,1487,253,1487,540,1244,540
111036083.png,11,0.913657,760,40,991,40,991,289,760,289
111052916.png,19,0.873102,1096,116,1355,116,1355,350,1096,350
111121337.png,5,0.701324,797,196,1050,196,1050,432,797,432
111135343.png,11,0.875596,1076,105,1326,105,1326,333,1076,333
111135484.png,1,0.974945,769,139,1021,139,1021,371,769,371
111135484.png,21,0.973405,1301,574,1617,574,1617,905,1301,905
111138049.png,11,0.964885,819,184,1110,184,1110,537,819,537
111138049.png,27,0.956685,1244,283,1507,283,1507,556,1244,556
111212079.png,33,0.839477,1120,113,1369,113,1369,367,1120,367
111213116.png,33,0.970474,1330,564,1616,564,1616,853,1330,853
111214938.png,1,0.903883,719,142,962,142,962,371,719,371
111218820.png,28,0.944511,1088,0,1336,0,1336,250,1088,250
111225102.png,33,0.633464,716,139,955,139,955,384,716,384
111225102.png,9,0.565269,1342,686,1652,686,1652,984,1342,984
111250221.png,11,0.603955,1052,51,1296,51,1296,275,1052,275
111257750.png,6,0.960607,1354,587,1665,587,1665,868,1354,868
111341683.png,11,0.873451,1090,13,1352,13,1352,259,1090,259
111346548.png,7,0.967651,1170,193,1459,193,1459,485,1170,485
111430373.png,26,0.955558,1075,31,1336,31,1336,304,1075,304
111438083.png,11,0.956362,429,338,701,338,701,691,429,691
111441982.png,1,0.973888,768,137,1023,137,1023,365,768,365
111443286.png,1,0.976568,967,628,1258,628,1258,896,967,896
111447617.png,7,0.977539,719,41,982,41,982,317,719,317
111448382.png,30,0.948893,489,735,765,735,765,1018,489,1018
111502171.png,14,0.957385,1309,524,1597,524,1597,786,1309,786
111503789.png,28,0.797716,1307,408,1554,408,1554,657,1307,657
111504819.png,24,0.965654,891,367,1130,367,1130,666,891,666
111509009.png,17,0.956403,877,399,1172,399,1172,731,877,731
111509009.png,27,0.896916,1450,683,1714,683,1714,952,1450,952
111527017.png,0,0.976458,1143,332,1409,332,1409,575,1143,575
111550116.png,17,0.989991,734,64,1006,64,1006,363,734,363
111559391.png,11,0.920613,799,163,1066,163,1066,451,799,451
111630491.png,18,0.929727,892,423,1159,423,1159,684,892,684
111652153.png,11,0.959597,1142,96,1364,96,1364,365,1142,365
111704512.png,29,0.964374,1078,48,1314,48,1314,284,1078,284
111704674.png,32,0.897255,988,100,1260,100,1260,364,988,364
111725748.png,1,0.679159,774,231,1038,231,1038,478,774,478
111729218.png,11,0.958967,1263,241,1557,241,1557,587,1263,587
111735522.png,31,0.941876,1142,183,1400,183,1400,436,1142,436
111740484.png,26,0.742689,719,62,978,62,978,336,719,336
111740484.png,17,0.721352,719,63,978,63,978,336,719,336
111747808.png,8,0.930291,364,202,606,202,606,438,364,438
111748057.png,17,0.987066,768,162,1050,162,1050,467,768,467
111751503.png,1,0.947185,1120,93,1367,93,1367,314,1120,314
111754784.png,19,0.950187,863,450,1138,450,1138,714,863,714
111802419.png,15,0.54566,756,142,1005,142,1005,365,756,365
111809357.png,17,0.987577,1115,36,1394,36,1394,334,1115,334
111830813.png,15,0.981414,714,63,960,63,960,288,714,288
111830813.png,22,0.636365,997,743,1315,743,1315,1057,997,1057
111857100.png,16,0.532534,746,112,1019,112,1019,412,746,412
111857387.png,7,0.930838,1044,91,1309,91,1309,327,1044,327
111900990.png,30,0.954679,384,214,621,214,621,456,384,456
111927990.png,17,0.984041,1188,236,1488,236,1488,555,1188,555
111936563.png,20,0.717531,875,401,1147,401,1147,659,875,659
111940311.png,32,0.782235,1089,67,1350,67,1350,329,1089,329
111940942.png,29,0.958084,680,79,917,79,917,317,680,317
111944454.png,6,0.950367,1066,139,1335,139,1335,380,1066,380
111950055.png,7,0.784526,940,397,1228,397,1228,708,940,708
111950055.png,26,0.60625,939,397,1228,397,1228,708,939,708
111958727.png,11,0.970606,437,467,743,467,743,832,437,832
112001520.png,28,0.646998,1143,149,1404,149,1404,420,1143,420
112003613.png,11,0.760281,697,132,935,132,935,355,697,355
112007586.png,30,0.920055,1128,128,1376,128,1376,360,1128,360
112009229.png,28,0.936045,718,35,962,35,962,290,718,290
112016161.png,27,0.959126,1102,123,1349,123,1349,384,1102,384
112021816.png,26,0.979454,712,87,971,87,971,364,712,364
112023657.png,0,0.56523,1189,295,1455,295,1455,536,1189,536
112024160.png,17,0.980763,1107,6,1385,6,1385,304,1107,304
112028817.png,26,0.940099,1227,351,1514,351,1514,660,1227,660
112028817.png,24,0.904855,906,672,1215,672,1215,1005,906,1005
112028817.png,7,0.588662,1227,352,1514,352,1514,660,1227,660
112032079.png,6,0.967199,1065,63,1328,63,1328,297,1065,297
112032079.png,27,0.785236,731,112,988,112,988,361,731,361
112033530.png,6,0.97395,1366,703,1686,703,1686,990,1366,990
112038717.png,6,0.973711,468,567,749,567,749,841,468,841
112038994.png,12,0.553437,753,121,995,121,995,344,753,344
112042960.png,8,0.947219,1353,550,1641,550,1641,815,1353,815
112046928.png,24,0.975997,1175,171,1405,171,1405,442,1175,442
112048594.png,17,0.985202,441,336,744,336,744,672,441,672
112048594.png,27,0.681894,1181,199,1459,199,1459,531,1181,531
112054519.png,15,0.96935,1151,177,1415,177,1415,416,1151,416
112100023.png,6,0.970136,1056,100,1317,100,1317,333,1056,333
112104456.png,17,0.876398,437,285,749,285,749,642,437,642
112105582.png,30,0.913367,416,254,647,254,647,501,416,501
112105974.png,23,0.664178,1084,160,1307,160,1307,393,1084,393
112107625.png,4,0.945663,1360,721,1630,721,1630,999,1360,999
112108054.png,6,0.96321,1159,116,1429,116,1429,354,1159,354
112120020.png,20,0.932716,862,306,1133,306,1133,555,862,555
112120020.png,27,0.843861,500,399,776,399,776,761,500,761
112126390.png,17,0.987592,760,157,1043,157,1043,470,760,470
112151595.png,24,0.958423,429,224,656,224,656,506,429,506
112206723.png,27,0.921916,1237,335,1510,335,1510,618,1237,618
112206723.png,19,0.86451,791,149,1047,149,1047,384,791,384
112209170.png,10,0.960249,1128,176,1393,176,1393,417,1128,417
112222385.png,22,0.784989,435,476,662,476,662,725,435,725
112222385.png,27,0.770543,429,476,661,476,661,723,429,723
112222385.png,21,0.71352,981,0,1195,0,1195,96,981,96
112231894.png,10,0.953732,1205,320,1483,320,1483,571,1205,571
112236123.png,32,0.859397,422,343,683,343,683,622,422,622
112253363.png,32,0.957594,1393,563,1697,563,1697,877,1393,877
112253363.png,25,0.949802,844,258,1118,258,1118,557,844,557
112322109.png,30,0.97165,1076,168,1328,168,1328,400,1076,400
112322109.png,22,0.726026,796,444,1145,444,1145,784,796,784
112322385.png,8,0.897281,840,362,1099,362,1099,604,840,604
112322855.png,17,0.966102,1077,44,1339,44,1339,319,1077,319
112328928.png,32,0.842704,1142,63,1387,63,1387,300,1142,300
112331089.png,15,0.979541,676,112,927,112,927,341,676,341
112340270.png,12,0.925724,1158,154,1406,154,1406,384,1158,384
112346050.png,27,0.868781,1178,178,1402,178,1402,412,1178,412
112346050.png,22,0.532344,1177,178,1400,178,1400,414,1177,414
112353254.png,11,0.97394,511,487,813,487,813,880,511,880
112353714.png,27,0.936456,1370,537,1621,537,1621,804,1370,804
112353913.png,0,0.982955,1151,129,1411,129,1411,363,1151,363
112357961.png,1,0.937562,768,112,1016,112,1016,342,768,342
112402265.png,11,0.967783,1059,9,1330,9,1330,323,1059,323
112402757.png,33,0.95197,701,114,945,114,945,368,701,368
112405328.png,14,0.953602,944,701,1231,701,1231,973,944,973
112409165.png,14,0.905814,1175,223,1437,223,1437,461,1175,461
112409165.png,5,0.678095,1175,222,1436,222,1436,460,1175,460
112416738.png,11,0.971494,825,218,1112,218,1112,559,825,559
112422086.png,7,0.977038,1049,78,1315,78,1315,318,1049,318
112423822.png,33,0.936041,501,424,759,424,759,702,501,702
112435626.png,7,0.575312,684,0,930,0,930,220,684,220
112435626.png,6,0.517245,683,0,930,0,930,219,683,219
112437862.png,6,0.968471,953,730,1263,730,1263,1018,953,1018
112503179.png,28,0.970599,753,113,1007,113,1007,384,753,384
112515374.png,13,0.882724,460,374,714,374,714,629,460,629
112531798.png,31,0.961351,1222,282,1486,282,1486,539,1222,539
112541425.png,10,0.950808,1214,358,1493,358,1493,617,1214,617
112544888.png,11,0.968577,1224,274,1525,274,1525,626,1224,626
112547253.png,30,0.936489,1364,666,1660,666,1660,938,1364,938
112547253.png,15,0.846705,1185,157,1449,157,1449,403,1185,403
112547253.png,11,0.607692,727,128,979,128,979,365,727,365
112553099.png,27,0.964616,1294,373,1566,373,1566,653,1294,653
112553099.png,4,0.679496,871,425,1210,425,1210,726,871,726
112557822.png,19,0.914278,1210,305,1486,305,1486,554,1210,554
112604940.png,32,0.971701,1064,70,1317,70,1317,324,1064,324
112605248.png,28,0.976608,1150,179,1415,179,1415,452,1150,452
112605248.png,21,0.927147,682,0,869,0,869,180,682,180
112612928.png,24,0.975027,1179,154,1408,154,1408,424,1179,424
112615698.png,11,0.540537,1166,182,1437,182,1437,474,1166,474
112616045.png,27,0.713604,784,370,1145,370,1145,687,784,687
112617780.png,7,0.878268,1092,85,1357,85,1357,321,1092,321
112617910.png,1,0.931808,1303,524,1586,524,1586,780,1303,780
112620857.png,11,0.983264,749,123,1027,123,1027,479,749,479
112623756.png,27,0.962774,1447,626,1711,626,1711,892,1447,892
112638797.png,27,0.513048,1196,190,1464,190,1464,477,1196,477
112645142.png,25,0.565646,828,232,1090,232,1090,512,828,512
112645142.png,28,0.502611,828,232,1091,232,1091,513,828,513
112650948.png,17,0.704666,745,213,1003,213,1003,456,745,456
112650948.png,13,0.654498,747,213,1003,213,1003,456,747,456
112654260.png,1,0.565978,1264,356,1534,356,1534,600,1264,600
112656477.png,24,0.786242,957,755,1254,755,1254,1080,957,1080
112657355.png,15,0.838486,816,269,1079,269,1079,518,816,518
112657783.png,26,0.936083,1392,760,1689,760,1689,1053,1392,1053
112708952.png,13,0.98085,1379,701,1679,701,1679,980,1379,980
112714842.png,4,0.96681,1220,186,1473,186,1473,454,1220,454
112714842.png,17,0.898308,1417,735,1748,735,1748,1079,1417,1079
112715000.png,26,0.944927,442,288,705,288,705,583,442,583
112723891.png,4,0.764934,1176,202,1406,202,1406,443,1176,443
112749503.png,7,0.981757,610,108,868,108,868,387,610,387
112756663.png,33,0.94239,1106,352,1358,352,1358,627,1106,627
112803787.png,24,0.968556,437,243,674,243,674,520,437,520
112826760.png,5,0.929302,873,401,1148,401,1148,659,873,659
112826760.png,6,0.910446,872,401,1149,401,1149,659,872,659
112827172.png,13,0.98326,1285,501,1567,501,1567,762,1285,762
112829251.png,11,0.971241,865,477,1171,477,1171,842,865,842
112832680.png,7,0.971703,1086,36,1359,36,1359,314,1086,314
112846165.png,11,0.902334,1131,88,1414,88,1414,388,1131,388
112846165.png,16,0.56628,1131,88,1414,88,1414,387,1131,387
112907353.png,1,0.974665,1115,139,1373,139,1373,370,1115,370
112910067.png,24,0.977381,1242,200,1479,200,1479,475,1242,475
112910067.png,15,0.681752,578,772,860,772,860,1016,578,1016
112915101.png,19,0.80547,782,156,1040,156,1040,392,782,392
112917741.png,17,0.968415,1174,105,1424,105,1424,363,1174,363
112928018.png,17,0.987486,1090,26,1370,26,1370,313,1090,313
112928018.png,22,0.900314,935,444,1158,444,1158,719,935,719
112931123.png,7,0.971284,1071,95,1349,95,1349,373,1071,373
112932801.png,27,0.852355,865,438,1087,438,1087,738,865,738
112932801.png,11,0.821516,1322,437,1617,437,1617,750,1322,750
112932801.png,11,0.526192,1032,0,1277,0,1277,141,1032,141
112939317.png,8,0.877851,519,737,802,737,802,1011,519,1011
112940018.png,21,0.971046,412,284,687,284,687,603,412,603
112940487.png,15,0.974663,711,130,962,130,962,358,711,358
112941508.png,14,0.967801,1267,337,1538,337,1538,586,1267,586
112943588.png,11,0.968019,1188,153,1472,153,1472,487,1188,487
112945231.png,24,0.974836,643,139,863,139,863,407,643,407
112947465.png,22,0.973484,1123,152,1341,152,1341,384,1123,384
112953126.png,26,0.939166,1031,721,1341,721,1341,1071,1031,1071
112955053.png,7,0.983039,813,208,1089,208,1089,505,813,505
112959999.png,11,0.970672,1183,234,1475,234,1475,582,1183,582
112959999.png,22,0.677372,978,667,1274,667,1274,988,978,988
113002002.png,17,0.988381,778,120,1055,120,1055,424,778,424
113010188.png,15,0.979898,716,80,965,80,965,307,716,307
113015030.png,11,0.746666,1082,39,1336,39,1336,274,1082,274
113015030.png,1,0.59006,1083,39,1336,39,1336,274,1083,274
113016099.png,17,0.987623,766,161,1052,161,1052,470,766,470
113032408.png,26,0.96343,1138,110,1403,110,1403,390,1138,390
113049731.png,4,0.977745,851,164,1101,164,1101,427,851,427
113107052.png,5,0.971331,922,648,1219,648,1219,931,922,931
113111959.png,27,0.945408,1301,368,1541,368,1541,613,1301,613
113114704.png,29,0.94389,722,41,949,41,949,274,722,274
113117381.png,4,0.896512,762,149,983,149,983,379,762,379
113125565.png,30,0.945238,734,83,976,83,976,311,734,311
113131781.png,24,0.95424,758,142,982,142,982,410,758,410
113131781.png,30,0.676624,548,753,848,753,848,1052,548,1052
113132770.png,6,0.953051,1373,562,1670,562,1670,829,1373,829
113132770.png,22,0.816313,944,658,1318,658,1318,1032,944,1032
113140874.png,14,0.950398,782,139,1032,139,1032,370,782,370
113156553.png,16,0.963325,1150,147,1408,147,1408,383,1150,383
113200089.png,0,0.93015,747,56,992,56,992,282,747,282
113216983.png,11,0.969229,1087,120,1368,120,1368,420,1087,420
113219830.png,17,0.982102,1098,140,1386,140,1386,443,1098,443
113229638.png,11,0.951552,804,250,1089,250,1089,592,804,592
113233975.png,17,0.884102,791,64,1029,64,1029,321,791,321
113233975.png,22,0.64803,1193,298,1487,298,1487,575,1193,575
113246271.png,1,0.888611,736,51,981,51,981,279,736,279
113246271.png,21,0.845493,1021,0,1256,0,1256,80,1021,80
113250734.png,26,0.917784,1148,178,1424,178,1424,462,1148,462
113301347.png,14,0.927724,1260,395,1538,395,1538,647,1260,647
113310902.png,22,0.91999,815,244,1039,244,1039,481,815,481
113312071.png,11,0.97469,716,135,990,135,990,465,716,465
113312675.png,7,0.984958,777,256,1057,256,1057,561,777,561
113315896.png,6,0.971087,440,483,684,483,684,748,440,748
113315896.png,15,0.822626,1065,0,1328,0,1328,226,1065,226
113321203.png,17,0.969948,1206,278,1494,278,1494,583,1206,583
113325280.png,30,0.896047,735,113,980,113,980,342,735,342
113325280.png,29,0.795406,647,542,940,542,940,838,647,838
113325280.png,33,0.678201,647,541,940,541,940,840,647,840
113325280.png,31,0.59012,735,116,978,116,978,344,735,344
113328512.png,11,0.971993,1129,154,1419,154,1419,493,1129,493
113337200.png,17,0.985616,1077,0,1351,0,1351,287,1077,287
113341283.png,27,0.962002,1050,35,1291,35,1291,287,1050,287
113419167.png,11,0.968464,410,306,693,306,693,658,410,658
113421726.png,14,0.966826,833,410,1102,410,1102,662,833,662
113436576.png,14,0.960619,785,340,1049,340,1049,591,785,591
113501033.png,7,0.982257,1127,108,1403,108,1403,390,1127,390
113512871.png,17,0.98688,588,210,889,210,889,527,588,527
113516827.png,0,0.975798,1100,44,1350,44,1350,269,1100,269
113519660.png,13,0.977786,494,588,765,588,765,857,494,857
113520219.png,24,0.972709,783,219,1011,219,1011,497,783,497
113522457.png,4,0.959381,742,170,960,170,960,406,742,406
113523556.png,13,0.976384,501,590,774,590,774,858,501,858
113523556.png,24,0.799162,843,291,1115,291,1115,561,843,561
113523556.png,11,0.673036,848,288,1116,288,1116,559,848,559
113524471.png,4,0.641654,378,226,623,226,623,496,378,496
113525669.png,28,0.678394,563,796,845,796,845,1080,563,1080
113535167.png,25,0.91163,796,223,1062,223,1062,515,796,515
113536645.png,13,0.972073,581,750,868,750,868,1031,581,1031
113547074.png,17,0.806454,506,151,775,151,775,394,506,394
113550428.png,4,0.941312,788,173,1007,173,1007,410,788,410
113558497.png,26,0.633753,763,102,998,102,998,341,763,341
113602368.png,33,0.970189,899,421,1166,421,1166,722,899,722
113605788.png,24,0.950843,708,62,925,62,925,321,708,321
113607288.png,1,0.974713,1170,234,1434,234,1434,470,1170,470
113608589.png,11,0.955158,819,370,1109,370,1109,730,819,730
113609686.png,6,0.581843,710,43,962,43,962,268,710,268
